genome_id,NCBI_genus,NCBI_species,accession_numbers_all,BioSample,completeness,topology_longest_contig,contigger_used,number_of_replicons_contigs,number_of_plasmids,number_of_extrachromosomal,longest_contig_length (bp),total_assembly_length (bp),nanopore_coverage,1034_N50 (bp),1034_total_read_length (bp,illumina_read_pairs,polypolish_depth_of_zero (bp),longest_contig_total_genes,longest_contig_CDS_w_protein,rRNAs_longest_contig,tRNAs_longest_contig,GC_percent_genome (%),complete_BUSCOs_act_class,complete_single_copy_BUSCOs_act_class,complete_duplicated_BUSCOs_act_class,fragmented_BUSCOs_act_class,missing_BUSCOs_act_class,total_BUSCOs_searched_act_class,TIR_length_complete_Streptomyces (bp),filtlong keep-percent,genus_gtdb,species_gtdb,MASH_species,assigned_species,Assembly,Level,WGS,Chrs,Strain,Taxonomy,source
NBC_00028,Streptomyces,sp.,"CP108293,CP108294",SAMN30552876,chromosome,linear,npgm-contigger NBC_00028,2,1,0,9741312,10079672,29x,13181,310964733,7396717,27,9101,8864,"6, 6, 6 (5S, 16S, 23S)",72,70.71,355,350,5,1,0,356,4014.0,,Streptomyces,Streptomyces sp.,sp_mash_049,Streptomyces sp. (sp_mash_049),,,,,,,custom
NBC_00034,Streptomyces,phaeochromogenes,"JAPELP010000001,JAPELP010000002,JAPELP010000003,JAPELP010000004,JAPELP010000005,JAPELP010000006,JAPELP010000007,JAPELP010000008,JAPELP010000009,JAPELP010000010,JAPELP010000011,JAPELP010000012,JAPELP010000013,JAPELP010000014,JAPELP010000015,JAPELP010000016,JAPELP010000017",SAMN30552877,near-complete,linear,flye-contigger NBC_00034,17,0,0,2308654,11086338,42x,4891,478044146,5224428,93,9714,9461,"6, 5, 7 (5S, 16S, 23S)",71,70.16,355,352,3,1,0,356,,,Streptomyces,Streptomyces phaeochromogenes,,Streptomyces phaeochromogenes,GCA_026343615.1,Contig,JAPELP000000000,undefined,NBC_00034,Streptomyces phaeochromogenes,custom
NBC_00041,Streptomyces,atratus,"CP108283,CP108284,CP108285,CP108286",SAMN30552878,chromosome,linear,flye-contigger NBC_00041,4,2,1,7651476,8663040,35x,29732,315784906,6466410,140,7916,7292,"6, 6, 6 (5S, 16S, 23S)",75,70.46,355,352,3,1,0,356,,50.0,Streptomyces,Streptomyces atratus_B,,Streptomyces atratus_B,,,,,,,custom
NBC_00042,[Kitasatospora],papulosa,"CP108281,CP108282",SAMN30552879,chromosome,linear,flye-contigger NBC_00042,2,1,0,7381025,7632029,127x,12150,993925026,7339960,178,6771,6536,"6, 6, 6 (5S, 16S, 23S)",68,71.05,355,355,0,1,0,356,4659.0,,Streptomyces,Streptomyces papulosus,,Streptomyces papulosus,,,,,,,custom
NBC_00045,Streptomyces,sp.,"CP108271,CP108272",SAMN30552880,chromosome,linear,flye-contigger NBC_00045,2,1,0,7843119,8523525,68x,7808,600882884,3712943,1022,7760,7384,"7, 7, 7 (5S, 16S, 23S)",73,71.67,355,353,2,1,0,356,,,Streptomyces,Streptomyces sp.,sp_mash_010,Streptomyces sp. (sp_mash_010),,,,,,,custom
NBC_00046,Streptomyces,sp.,"CP108268,CP108269,CP108270",SAMN30552881,chromosome,linear,npgm-contigger NBC_00046,3,2,0,8589486,10092252,51x,19583,562727499,7901877,213,9111,8403,"6, 6, 6 (5S, 16S, 23S)",73,70.34,355,352,3,1,0,356,,50.0,Streptomyces,Streptomyces sp.,sp_mash_031,Streptomyces sp. (sp_mash_031),,,,,,,custom
NBC_00047,Streptomyces,sp.,"JAPELR010000001,JAPELR010000002,JAPELR010000003,JAPELR010000004,JAPELR010000005,JAPELR010000006,JAPELR010000007,JAPELR010000008,JAPELR010000009,JAPELR010000010,JAPELR010000011,JAPELR010000012,JAPELR010000013",SAMN30552882,near-complete,linear,flye-contigger NBC_00047,13,0,0,4771666,8794166,23x,3998,220308434,10098125,6,8013,7651,"7, 7, 7 (5S, 16S, 23S)",76,71.33,355,354,1,1,0,356,,,Streptomyces,Streptomyces sp018614155,,Streptomyces sp018614155,GCA_026343545.1,Contig,JAPELR000000000,undefined,NBC_00047,Streptomyces sp. NBC_00047,custom
NBC_00048,Streptomyces,sp.,"CP108266,CP108267",SAMN30552883,chromosome,linear,flye-contigger NBC_00048,2,1,0,8939669,9195569,44x,8741,414775189,4936621,245,8531,8092,"7, 7, 7 (5S, 16S, 23S)",76,71.39,355,354,1,1,0,356,1014.0,50.0,Streptomyces,Streptomyces sp.,sp_mash_024,Streptomyces sp. (sp_mash_024),,,,,,,custom
NBC_00051,Streptomyces,sp.,"JAPELS010000001,JAPELS010000002,JAPELS010000003,JAPELS010000004",SAMN30552884,near-complete,linear,flye-contigger NBC_00051,4,0,0,9038899,10137601,73x,21833,772746073,6830784,309,9032,8469,"6, 6, 6 (5S, 16S, 23S)",70,70.52,355,350,5,1,0,356,,,Streptomyces,Streptomyces sp003846175,,Streptomyces sp003846175,GCA_026343535.1,Contig,JAPELS000000000,undefined,NBC_00051,Streptomyces sp. NBC_00051,custom
NBC_00052,Streptomyces,sp.,"JAPELT010000001,JAPELT010000002,JAPELT010000003,JAPELT010000004",SAMN30552885,near-complete,linear,flye-contigger NBC_00052,4,0,0,9040970,10019915,102x,17962,1082716985,6720599,493,8903,8361,"6, 6, 6 (5S, 16S, 23S)",70,70.56,355,350,5,1,0,356,,,Streptomyces,Streptomyces sp003846175,,Streptomyces sp003846175,GCA_026343435.1,Contig,JAPELT000000000,undefined,NBC_00052,Streptomyces sp. NBC_00052,custom
NBC_00053,Streptomyces,sp.,"CP108261,CP108262,CP108263",SAMN30552886,chromosome,linear,npgm-contigger NBC_00053,3,2,0,9039762,10076411,34x,25072,368658379,6828979,360,8970,8417,"6, 6, 6 (5S, 16S, 23S)",70,70.55,355,350,5,1,0,356,,50.0,Streptomyces,Streptomyces sp003846175,,Streptomyces sp003846175,GCA_036010645.1,Complete genome,undefined,3,NBC_00053,Streptomyces sp. NBC_00053,custom
NBC_00055,Streptomyces,sp.,"CP108259,CP108260",SAMN30552887,chromosome,linear,npgm-contigger NBC_00055,2,1,0,9547019,10227720,60x,19088,630579601,7065142,16,9279,8746,"6, 6, 6 (5S, 16S, 23S)",76,69.4,355,352,3,1,0,356,66355.0,,Streptomyces,Streptomyces sp900116325,,Streptomyces sp900116325,,,,,,,custom
NBC_00056,Streptomyces,sp.,CP108258,SAMN30552888,chromosome,linear,npgm-contigger NBC_00056,1,0,0,10567953,10567953,71x,15508,782295674,6173486,307,9653,9169,"7, 7, 7 (5S, 16S, 23S)",69,70.27,355,351,4,1,0,356,124731.0,,Streptomyces,Streptomyces sp.,sp_mash_015,Streptomyces sp. (sp_mash_015),,,,,,,custom
NBC_00057,Streptomyces,sp.,"CP108256,CP108257",SAMN30552889,chromosome,linear,npgm-contigger NBC_00057,2,1,0,9128849,9398891,28x,14224,303072881,5500718,13,8893,7924,"7, 7, 7 (5S, 16S, 23S)",71,69.29,355,353,2,1,0,356,68307.0,50.0,Streptomyces,Streptomyces sp.,sp_mash_152,Streptomyces sp. (sp_mash_152),,,,,,,custom
NBC_00059,Streptomyces,sp.,"JAPELU010000001,JAPELU010000002,JAPELU010000003,JAPELU010000004,JAPELU010000005,JAPELU010000006,JAPELU010000007",SAMN30552890,near-complete,linear,flye-contigger NBC_00059,7,0,0,5504813,9160659,84x,18557,803350807,5229449,198,8095,7821,"6, 6, 6 (5S, 16S, 23S)",71,71.05,355,355,0,1,0,356,,,Streptomyces,Streptomyces sp001905505,,Streptomyces sp001905505,GCA_026343385.1,Contig,JAPELU000000000,undefined,NBC_00059,Streptomyces sp. NBC_00059,custom
NBC_00060,Streptomyces,sp.,"CP108253,CP108254,CP108255",SAMN30552891,chromosome,linear,npgm-contigger NBC_00060,3,1,1,8911539,9181387,119x,14388,1138949117,7377120,368,8223,7924,"7, 7, 7 (5S, 16S, 23S)",71,71.03,355,355,0,1,0,356,190065.0,,Streptomyces,Streptomyces sp.,sp_mash_020,Streptomyces sp. (sp_mash_020),,,,,,,custom
NBC_00061,Kitasatospora,purpeofusca,CP108252,SAMN30552892,chromosome,linear,flye-contigger NBC_00061,1,0,0,8106570,8106570,25x,17889,211684463,5315335,817,6918,6668,"11, 11, 11 (5S, 16S, 23S)",73,73.3,354,353,1,1,1,356,,,Kitasatospora,Kitasatospora purpeofusca,,Kitasatospora purpeofusca,,,,,,,custom
NBC_00062,Streptomyces,sp.,"JAPELV010000001,JAPELV010000002,JAPELV010000003",SAMN30552893,near-complete,linear,flye-contigger NBC_00062,3,0,0,9242692,10221853,145x,16490,1522992431,9000078,166,9120,8652,"6, 6, 6 (5S, 16S, 23S)",68,70.5,355,352,3,1,0,356,,,Streptomyces,Streptomyces sp003846175,,Streptomyces sp003846175,GCA_026343375.1,Contig,JAPELV000000000,undefined,NBC_00062,Streptomyces sp. NBC_00062,custom
NBC_00063,Streptomyces,sp.,"JAPELW010000001,JAPELW010000002,JAPELW010000003,JAPELW010000004,JAPELW010000005",SAMN30552894,near-complete,linear,flye-contigger NBC_00063,5,0,0,7305210,10529089,43x,10831,475443523,8687319,6,9545,9084,"7, 7, 7 (5S, 16S, 23S)",68,70.31,355,350,5,1,0,356,,,Streptomyces,Streptomyces sp.,sp_mash_015,Streptomyces sp. (sp_mash_015),GCA_026343345.1,Contig,JAPELW000000000,undefined,NBC_00063,Streptomyces sp. NBC_00063,custom
NBC_00069,Streptomyces,sp.,"CP108249,CP108250,CP108251",SAMN30552895,chromosome,linear,flye-contigger NBC_00069,3,2,0,8050161,8411765,126x,10626,1152581843,4951887,1465,7616,7284,"7, 7, 7 (5S, 16S, 23S)",71,71.82,355,350,5,1,0,356,,,Streptomyces,Streptomyces sp.,sp_mash_007,Streptomyces sp. (sp_mash_007),,,,,,,custom
NBC_00070,Kitasatospora,sp.,"CP108247,CP108248",SAMN30552896,chromosome,linear,flye-contigger NBC_00070,2,1,0,7729880,8502283,28x,11809,250635039,6675792,4762,7656,7348,"9, 9, 9 (5S, 16S, 23S)",88,71.97,354,351,3,1,1,356,,,Kitasatospora,Kitasatospora sp.,sp_mash_117,Kitasatospora sp. (sp_mash_117),,,,,,,custom
NBC_00073,Streptomyces,sp.,"CP108244,CP108245,CP108246",SAMN30552897,chromosome,linear,npgm-contigger NBC_00073,3,2,0,8571938,9470237,65x,12471,612210413,7444552,481,8699,8243,"7, 7, 7 (5S, 16S, 23S)",76,71.53,355,352,3,1,0,356,306841.0,,Streptomyces,Streptomyces sp.,sp_mash_010,Streptomyces sp. (sp_mash_010),,,,,,,custom
NBC_00075,Streptomyces,sp.,CP108243,SAMN30552898,chromosome,linear,flye-contigger NBC_00075,1,0,0,11717763,11717763,27x,12353,334676842,7022259,310,10281,9933,"6, 6, 6 (5S, 16S, 23S)",70,70.15,354,347,7,1,1,356,11173.0,,Streptomyces,Streptomyces sp.,sp_mash_061,Streptomyces sp. (sp_mash_061),,,,,,,custom
NBC_00076,Streptomyces,sp.,CP108242,SAMN30552899,chromosome,linear,npgm-contigger NBC_00076,1,0,0,10936865,10936865,34x,11760,379998246,6741010,117,9799,9312,"6, 6, 6 (5S, 16S, 23S)",75,70.11,355,352,3,1,0,356,98483.0,,Streptomyces,Streptomyces sp.,sp_mash_066,Streptomyces sp. (sp_mash_066),,,,,,,custom
NBC_00078,Streptomyces,sp.,"JAPELX010000001,JAPELX010000002,JAPELX010000003,JAPELX010000004,JAPELX010000005",SAMN30552900,near-complete,linear,flye-contigger NBC_00078,5,0,0,9100912,9330118,14x,5272,142754453,4851515,35,8642,8062,"6, 6, 6 (5S, 16S, 23S)",67,70.16,354,351,3,1,1,356,,,Streptomyces,Streptomyces sp.,sp_mash_002,Streptomyces sp. (sp_mash_002),GCA_026343335.1,Contig,JAPELX000000000,undefined,NBC_00078,Streptomyces sp. NBC_00078,custom
NBC_00079,Streptomyces,sp.,CP108237,SAMN30552901,chromosome,linear,flye-contigger NBC_00079,1,0,0,10168563,10168563,36x,14144,380029215,7322378,437,9355,8880,"6, 6, 6 (5S, 16S, 23S)",69,70.24,354,352,2,1,1,356,,,Streptomyces,Streptomyces sp.,sp_mash_002,Streptomyces sp. (sp_mash_002),,,,,,,custom
NBC_00080,Streptomyces,sp.,"CP108235,CP108236",SAMN30552902,chromosome,linear,npgm-contigger NBC_00080,2,1,0,9753591,10314843,98x,15729,1016707626,7806954,551,9251,8847,"6, 6, 6 (5S, 16S, 23S)",76,71.07,354,352,2,2,0,356,139300.0,,Streptomyces,Streptomyces sp001298545,,Streptomyces sp001298545,,,,,,,custom
NBC_00081,Streptomyces,sp.,CP108234,SAMN30552903,chromosome,linear,npgm-contigger NBC_00081,1,0,0,10386121,10386121,67x,20900,709282138,5761951,269,9374,8937,"7, 7, 7 (5S, 16S, 23S)",70,70.38,355,351,4,1,0,356,98911.0,,Streptomyces,Streptomyces sp.,sp_mash_015,Streptomyces sp. (sp_mash_015),,,,,,,custom
NBC_00082,[Kitasatospora],papulosa,CP108233,SAMN30552904,chromosome,linear,flye-contigger NBC_00082,1,0,0,7588299,7588299,29x,17870,233384406,6145759,180,6707,6456,"6, 6, 6 (5S, 16S, 23S)",68,71.04,355,355,0,1,0,356,38102.0,,Streptomyces,Streptomyces papulosus,,Streptomyces papulosus,,,,,,,custom
NBC_00083,Streptomyces,sp.,"JAPELY010000001,JAPELY010000002,JAPELY010000003,JAPELY010000004,JAPELY010000005,JAPELY010000006",SAMN30552905,near-complete,linear,flye-contigger NBC_00083,6,0,0,3652734,7835074,75x,6248,601496850,5313733,72,6960,6762,"7, 9, 9 (5S, 16S, 23S)",69,71.82,354,351,3,2,0,356,,,Streptomyces,Streptomyces sp.,sp_mash_078,Streptomyces sp. (sp_mash_078),GCA_026343295.1,Contig,JAPELY000000000,undefined,NBC_00083,Streptomyces sp. NBC_00083,custom
NBC_00087,Streptomyces,canus,"CP108227,CP108228",SAMN30552906,chromosome,linear,flye-contigger NBC_00087,2,1,0,10583563,10759054,22x,15863,255183992,6622751,91,9812,9342,"6, 6, 6 (5S, 16S, 23S)",68,70.31,355,349,6,1,0,356,2184.0,,Streptomyces,Streptomyces canus,,Streptomyces canus,,,,,,,custom
NBC_00088,Streptomyces,zaomyceticus,"CP108225,CP108226",SAMN30552907,chromosome,linear,npgm-contigger NBC_00088,2,1,0,9025424,9149969,42x,17388,402724619,7299797,325,8056,7754,"7, 7, 7 (5S, 16S, 23S)",75,71.85,354,349,5,2,0,356,176300.0,,Streptomyces,Streptomyces zaomyceticus,,Streptomyces zaomyceticus,,,,,,,custom
NBC_00091,Streptomyces,sp.,"JAPEMA010000001,JAPEMA010000002,JAPEMA010000003,JAPEMA010000004",SAMN30552908,near-complete,linear,flye-contigger NBC_00091,4,0,0,6020917,7872703,65x,17948,529034256,7252788,3459,7058,6784,"7, 7, 7 (5S, 16S, 23S)",72,72.29,355,353,2,1,0,356,,,Streptomyces,Streptomyces sp.,sp_mash_084,Streptomyces sp. (sp_mash_084),GCA_026343185.1,Contig,JAPEMA000000000,undefined,NBC_00091,Streptomyces sp. NBC_00091,custom
NBC_00093,Streptomyces,sp.,"CP108222,CP108223",SAMN30552909,chromosome,linear,flye-contigger NBC_00093,2,0,1,11591043,11614920,35x,11950,431483783,5810987,819,10230,9899,"6, 6, 6 (5S, 16S, 23S)",69,70.17,355,349,6,1,0,356,192.0,,Streptomyces,Streptomyces sp.,sp_mash_061,Streptomyces sp. (sp_mash_061),,,,,,,custom
NBC_00096,Streptomyces,sp.,CP108221,SAMN30552910,chromosome,linear,flye-contigger NBC_00096,1,0,0,7548502,7548502,33x,18628,254263785,6480771,2268,6756,6504,"7, 7, 7 (5S, 16S, 23S)",74,71.99,355,354,1,1,0,356,,,Streptomyces,Streptomyces sp.,sp_mash_174,Streptomyces sp. (sp_mash_174),,,,,,,custom
NBC_00099,Streptomyces,coelicoflavus,"CP108218,CP108219,CP108220",SAMN30552911,chromosome,linear,npgm-contigger NBC_00099,3,2,0,7979235,8418602,46x,24543,410027233,3636715,533,7550,7302,"6, 6, 6 (5S, 16S, 23S)",70,72.21,355,354,1,1,0,356,9751.0,50.0,Streptomyces,Streptomyces coelicoflavus,,Streptomyces coelicoflavus,,,,,,,custom
NBC_00101,Streptomyces,sp.,CP108217,SAMN30552912,chromosome,linear,npgm-contigger NBC_00101,1,0,0,7155979,7155979,44x,18269,330166265,6995034,627,6184,5968,"7, 7, 7 (5S, 16S, 23S)",67,72.05,355,355,0,1,0,356,77368.0,,Streptomyces,Streptomyces sp.,sp_mash_047,Streptomyces sp. (sp_mash_047),,,,,,,custom
NBC_00102,Streptomyces,sp.,"JAPEMC010000001,JAPEMC010000002,JAPEMC010000003,JAPEMC010000004,JAPEMC010000005,JAPEMC010000006,JAPEMC010000007,JAPEMC010000008,JAPEMC010000009,JAPEMC010000010,JAPEMC010000011,JAPEMC010000012",SAMN30552913,near-complete,linear,flye-contigger NBC_00102,12,0,0,6313845,8602176,19x,3846,180244251,5199880,161,7284,7029,"7, 7, 7 (5S, 16S, 23S)",69,71.43,355,352,3,1,0,356,,,Streptomyces,Streptomyces sp.,sp_mash_083,Streptomyces sp. (sp_mash_083),GCA_026343115.1,Contig,JAPEMC000000000,undefined,NBC_00102,Streptomyces sp. NBC_00102,custom
NBC_00103,Streptomyces,sp.,"JAPEMD010000001,JAPEMD010000002,JAPEMD010000003,JAPEMD010000004,JAPEMD010000005,JAPEMD010000006,JAPEMD010000007,JAPEMD010000008,JAPEMD010000009,JAPEMD010000010,JAPEMD010000011,JAPEMD010000012,JAPEMD010000013,JAPEMD010000014,JAPEMD010000015",SAMN30552914,near-complete,linear,flye-contigger NBC_00103,15,0,0,2329692,8649556,16x,3542,150488275,5856896,154,7606,7345,"6, 5, 6 (5S, 16S, 23S)",76,71.38,354,353,1,2,0,356,,,Streptomyces,Streptomyces sp001298545,,Streptomyces sp001298545,GCA_026343035.1,Contig,JAPEMD000000000,undefined,NBC_00103,Streptomyces sp. NBC_00103,custom
NBC_00107,Streptomyces,anulatus,CP108207,SAMN30552915,chromosome,linear,flye-contigger NBC_00107,1,0,0,8524914,8524914,230x,12541,1987369970,5129355,58,7578,7288,"6, 6, 6 (5S, 16S, 23S)",69,71.46,355,354,1,1,0,356,20485.0,,Streptomyces,Streptomyces anulatus,,Streptomyces anulatus,,,,,,,custom
NBC_00110,Streptomyces,sp.,CP108206,SAMN30552916,chromosome,linear,npgm-contigger NBC_00110,1,0,0,9579069,9579069,28x,11310,280318932,5722462,164,8664,8276,"7, 7, 7 (5S, 16S, 23S)",70,70.43,355,351,4,1,0,356,227295.0,,Streptomyces,Streptomyces sp003403055,,Streptomyces sp003403055,,,,,,,custom
NBC_00111,Streptomyces,sp.,"CP108203,CP108204,CP108205",SAMN30552917,chromosome,linear,flye-contigger NBC_00111,3,2,0,8598998,8848439,35x,10610,315073520,6018013,319,7895,7628,"6, 6, 6 (5S, 16S, 23S)",67,71.16,355,352,3,1,0,356,,,Streptomyces,Streptomyces sp.,sp_mash_032,Streptomyces sp. (sp_mash_032),,,,,,,custom
NBC_00112,Micrococcus,luteus,CP108202,SAMN30552918,chromosome,circular,flye-contigger NBC_00112,1,0,0,2470643,2470643,239x,17931,637166729,7826686,5553,2298,2194,"2, 2, 2 (5S, 16S, 23S)",48,73.04,345,345,0,5,6,356,,,Micrococcus,Micrococcus luteus,,Micrococcus luteus,,,,,,,custom
NBC_00114,Streptomyces,sp.,CP108201,SAMN30552919,chromosome,linear,npgm-contigger NBC_00114,1,0,0,9317281,9317281,38x,15443,372385662,5340703,337,8613,8028,"6, 6, 6 (5S, 16S, 23S)",67,70.14,354,351,3,1,1,356,71900.0,,Streptomyces,Streptomyces sp.,sp_mash_002,Streptomyces sp. (sp_mash_002),,,,,,,custom
NBC_00116,Streptomyces,anthocyanicus,CP108200,SAMN30552920,chromosome,linear,flye-contigger NBC_00116,1,0,0,8505006,8505006,38x,16186,336719697,4532304,214,7701,7442,"6, 6, 6 (5S, 16S, 23S)",67,72.19,355,353,2,1,0,356,41130.0,,Streptomyces,Streptomyces anthocyanicus,,Streptomyces anthocyanicus,,,,,,,custom
NBC_00117,Streptomyces,sp.,CP108199,SAMN30552921,chromosome,linear,npgm-contigger NBC_00117,1,0,0,11132734,11132734,23x,17224,293927230,3852188,507,10279,9642,"7, 7, 7 (5S, 16S, 23S)",70,69.98,355,350,5,1,0,356,88317.0,50.0,Streptomyces,Streptomyces sp003403055,,Streptomyces sp003403055,,,,,,,custom
NBC_00118,Streptomyces,sp.,CP108198,SAMN30552922,chromosome,linear,npgm-contigger NBC_00118,1,0,0,10245735,10245735,16x,12849,175779153,3876590,296,9266,8824,"7, 7, 7 (5S, 16S, 23S)",70,70.4,355,351,4,1,0,356,107835.0,50.0,Streptomyces,Streptomyces sp003403055,,Streptomyces sp003403055,,,,,,,custom
NBC_00119,Streptomyces,sp.,"CP108195,CP108196,CP108197",SAMN30552923,chromosome,linear,npgm-contigger NBC_00119,3,0,2,10962160,10976689,76x,9098,852933344,8138531,31213,10149,9496,"7, 7, 7 (5S, 16S, 23S)",72,70.05,355,350,5,1,0,356,135859.0,,Streptomyces,Streptomyces sp003403055,,Streptomyces sp003403055,,,,,,,custom
NBC_00120,Streptomyces,sp.,"JAPEME010000001,JAPEME010000002,JAPEME010000003,JAPEME010000004,JAPEME010000005,JAPEME010000006",SAMN30552924,near-complete,linear,flye-contigger NBC_00120,6,0,0,3891165,11093703,80x,11113,902833719,6311278,139,10319,9597,"7, 7, 10 (5S, 16S, 23S)",73,70.04,355,350,5,1,0,356,,,Streptomyces,Streptomyces sp003403055,,Streptomyces sp003403055,GCA_026343055.1,Contig,JAPEME000000000,undefined,NBC_00120,Streptomyces sp. NBC_00120,custom
NBC_00121,Streptomyces,sp.,CP108194,SAMN30552925,chromosome,linear,npgm-contigger NBC_00121,1,0,0,9001604,9001604,16x,26353,163099177,5616979,38,8102,7718,"6, 6, 6 (5S, 16S, 23S)",70,69.61,355,351,4,1,0,356,63856.0,,Streptomyces,Streptomyces sp.,sp_mash_001,Streptomyces sp. (sp_mash_001),,,,,,,custom
NBC_00123,Streptomyces,zaomyceticus,"CP108188,CP108189,CP108190",SAMN30552926,chromosome,linear,npgm-contigger NBC_00123,3,2,0,9329782,9699593,38x,26623,382550971,6644415,605,8601,8268,"7, 7, 7 (5S, 16S, 23S)",75,71.63,353,348,5,3,0,356,219922.0,,Streptomyces,Streptomyces zaomyceticus,,Streptomyces zaomyceticus,,,,,,,custom
NBC_00124,Streptomyces,sp.,"JAPEMF010000001,JAPEMF010000002,JAPEMF010000003",SAMN30552927,near-complete,linear,flye-contigger NBC_00124,3,0,0,11478318,11691668,120x,9175,1436682224,5001325,553,10787,10369,"6, 6, 6 (5S, 16S, 23S)",73,70.13,355,350,5,1,0,356,,,Streptomyces,Streptomyces sp000972385,,Streptomyces sp000972385,GCA_026342945.1,Contig,JAPEMF000000000,undefined,NBC_00124,Streptomyces sp. NBC_00124,custom
NBC_00125,Streptomyces,virginiae,"CP108184,CP108185,CP108186,CP108187",SAMN30552928,chromosome,linear,npgm-contigger NBC_00125,4,3,0,8777021,8929724,103x,5189,945066123,6142861,934,8276,7967,"7, 7, 7 (5S, 16S, 23S)",75,71.72,354,351,3,1,1,356,81450.0,,Streptomyces,Streptomyces virginiae_A,,Streptomyces virginiae_A,,,,,,,custom
NBC_00134,Streptomyces,sp.,"CP108181,CP108182",SAMN30552929,chromosome,linear,npgm-contigger NBC_00134,2,1,0,10315281,10368594,18x,11522,194897835,4594266,261,9408,8981,"7, 7, 7 (5S, 16S, 23S)",70,70.39,355,351,4,1,0,356,108652.0,,Streptomyces,Streptomyces sp.,sp_mash_015,Streptomyces sp. (sp_mash_015),,,,,,,custom
NBC_00135,Streptomyces,canus,"CP108179,CP108180",SAMN30552930,chromosome,linear,flye-contigger NBC_00135,2,1,0,10322281,10493490,28x,23232,311769056,6381451,99,9524,9084,"6, 6, 6 (5S, 16S, 23S)",68,70.33,355,349,6,1,0,356,,,Streptomyces,Streptomyces canus,,Streptomyces canus,,,,,,,custom
NBC_00140,Streptomyces,sp.,"JAPEMG010000001,JAPEMG010000002,JAPEMG010000003,JAPEMG010000004,JAPEMG010000005,JAPEMG010000006",SAMN30552931,near-complete,linear,flye-contigger NBC_00140,6,0,0,8798685,12081447,27x,11204,361389232,8991299,28,11155,10691,"6, 6, 6 (5S, 16S, 23S)",73,70.11,355,350,5,1,0,356,,,Streptomyces,Streptomyces sp000972385,,Streptomyces sp000972385,GCA_026342975.1,Contig,JAPEMG000000000,undefined,NBC_00140,Streptomyces sp. NBC_00140,custom
NBC_00144,Streptomyces,sp.,"CP108175,CP108176",SAMN30552932,chromosome,linear,flye-contigger NBC_00144,2,1,0,8573167,8601288,75x,15323,661461628,7086478,97,7680,7357,"6, 6, 6 (5S, 16S, 23S)",65,70.17,355,353,2,1,0,356,16830.0,,Streptomyces,Streptomyces sp.,sp_mash_008,Streptomyces sp. (sp_mash_008),,,,,,,custom
NBC_00145,Streptomyces,sp.,CP108174,SAMN30552933,chromosome,linear,npgm-contigger NBC_00145,1,0,0,11051430,11051430,20x,12238,233539303,6685530,121,10222,9560,"7, 7, 7 (5S, 16S, 23S)",70,69.98,355,350,5,1,0,356,102585.0,,Streptomyces,Streptomyces sp003403055,,Streptomyces sp003403055,GCA_036010605.1,Complete genome,undefined,1,NBC_00145,Streptomyces sp. NBC_00145,custom
NBC_00147,Streptomyces,sp.,"CP108172,CP108173",SAMN30552934,chromosome,linear,npgm-contigger NBC_00147,2,1,0,11165668,11321263,34x,11619,393436565,4536497,64,10472,9835,"7, 7, 7 (5S, 16S, 23S)",71,69.98,354,349,5,1,1,356,239657.0,,Streptomyces,Streptomyces sp003403055,,Streptomyces sp003403055,,,,,,,custom
NBC_00150,Streptomyces,sp.,"CP130716,CP130717",SAMN30552935,chromosome,linear,flye-contigger NBC_00150,2,1,0,8776063,8996516,30x,10640,225838185,4563012,276,8039,7758,"7, 7, 7 (5S, 16S, 23S)",71,71.07,356,356,0,0,0,356,231.0,50.0,Streptomyces,Streptomyces sp.,sp_mash_020,Streptomyces sp. (sp_mash_020),,,,,,,custom
NBC_00151,Streptomyces,sp.,CP108165,SAMN30552936,near-complete,linear,npgm-contigger NBC_00151,1,0,0,10670226,10670226,133x,5551,1376797410,7005299,522,9507,8953,"7, 7, 7 (5S, 16S, 23S)",77,70.47,355,352,3,1,0,356,,,Streptomyces,Streptomyces sp.,sp_mash_019,Streptomyces sp. (sp_mash_019),GCA_035917215.1,Complete genome,undefined,1,NBC_00151,Streptomyces sp. NBC_00151,custom
NBC_00154,Streptomyces,sp.,"JAPEMI010000001,JAPEMI010000002,JAPEMI010000003,JAPEMI010000004,JAPEMI010000005,JAPEMI010000006",SAMN30552937,near-complete,linear,flye-contigger NBC_00154,6,0,0,8016355,10389492,103x,12299,1101863190,6765170,125,9547,8851,"7, 7, 7 (5S, 16S, 23S)",75,69.29,355,348,7,1,0,356,,,Streptomyces,Streptomyces sp.,sp_mash_001,Streptomyces sp. (sp_mash_001),GCA_026342835.1,Contig,JAPEMI000000000,undefined,NBC_00154,Streptomyces sp. NBC_00154,custom
NBC_00161,Streptomyces,sp.,"CP108156,CP108157,CP108158,CP108159,CP108160",SAMN30552938,chromosome,linear,flye-contigger NBC_00161,5,4,0,8859713,9534487,38x,13579,376664530,5357549,98,8731,8301,"7, 7, 7 (5S, 16S, 23S)",73,71.6,355,350,5,1,0,356,264.0,50.0,Streptomyces,Streptomyces sp.,sp_mash_007,Streptomyces sp. (sp_mash_007),,,,,,,custom
